"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
20,"RL",85,10200,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,7,1954,2003,"Gable","Wd Sdng","Wd Sdng",1,104,"TA","TA","CBlock",3,3,1,5,320,4,362,404,1086,"Gd",1086,0,1086,1,1,0,3,"TA",6,0,0,"Attchd",1989,1,2,490,3,0,0,0,"GdWo",5,2010,"WD","Normal",144900
50,"RM",60,5790,3,"Lvl","Corner","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","VinylSd","VinylSd",0,0,"Gd","Gd","CBlock",2,3,1,1,0,1,0,840,840,"Gd",840,765,1605,0,2,0,3,"TA",8,0,0,"Detchd",1915,1,1,379,3,0,0,202,"None",5,2010,"WD","Normal",107400
180,"RM",21,1596,3,"Lvl","Inside","MeadowV","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CemntBd","CmentBd",0,0,"TA","TA","CBlock",4,3,4,6,462,1,0,0,462,"TA",526,462,988,1,1,0,2,"TA",5,0,0,"BuiltIn",1973,1,1,297,3,120,101,0,"GdWo",11,2009,"WD","Normal",91000
20,"RL",73,8475,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",4,7,1956,1956,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",3,3,1,5,228,1,0,724,952,"Ex",952,0,952,0,1,0,2,"TA",4,0,0,"Detchd",1956,1,1,283,3,0,0,0,"None",4,2008,"WD","Normal",135750
50,"RM",50,8635,3,"Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,1,4,336,6,41,295,672,"TA",1072,213,1285,1,1,0,2,"TA",6,0,0,"Detchd",1948,1,1,240,3,0,0,0,"MnPrv",1,2008,"WD","Normal",127000
90,"RL",72,10778,3,"Lvl","Inside","Sawyer","Norm","Duplex","1Story",4,5,1968,1968,"Hip","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,1768,1768,"TA",1768,0,1768,0,2,0,4,"TA",8,0,0,"No Garage",1968,0,0,0,0,0,0,0,"None",4,2010,"WD","Normal",136500
50,"RM",60,10440,3,"Lvl","Corner","OldTown","Norm","1Fam","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,440,440,"Gd",682,548,1230,0,1,1,2,"TA",5,0,0,"Detchd",1966,1,2,440,3,74,0,128,"MnPrv",5,2009,"WD","Normal",110000
60,"RL",100,13000,3,"Lvl","Corner","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd",1,576,"TA","Gd","CBlock",4,3,1,3,448,1,0,448,896,"TA",1182,960,2142,0,2,1,4,"Gd",8,1,4,"Attchd",1968,3,1,509,3,0,72,0,"None",6,2009,"WD","Normal",193500
120,"RM",32,4500,3,"Lvl","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd",1,443,"TA","Gd","PConc",5,4,1,6,1201,1,0,36,1237,"Ex",1337,0,1337,1,2,0,2,"TA",5,0,0,"Attchd",1998,3,2,405,3,0,199,0,"None",3,2006,"WD","Normal",153500
20,"RL",78,10206,3,"Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd",2,468,"TA","TA","PConc",4,3,1,6,33,1,0,1530,1563,"Ex",1563,0,1563,0,2,0,3,"Gd",6,1,4,"Attchd",2007,2,3,758,3,144,99,0,"None",10,2008,"WD","Normal",245000
20,"RL",80,8892,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd",0,66,"TA","TA","CBlock",3,3,1,1,0,1,0,1065,1065,"Gd",1065,0,1065,0,1,1,3,"TA",6,0,0,"Detchd",1974,1,2,461,3,74,0,0,"None",7,2007,"COD","Normal",126500
80,"RL",64,8530,2,"Lvl","Inside","Gilbert","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","HdBoard","HdBoard",1,22,"TA","TA","PConc",4,3,1,1,0,1,0,384,384,"Gd",804,670,1474,0,2,1,3,"TA",7,1,3,"BuiltIn",1995,3,2,400,3,120,72,0,"None",5,2009,"WD","Normal",168500
60,"RL",121,16059,3,"Lvl","Corner","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard",1,284,"Gd","TA","CBlock",4,3,1,1,0,1,0,1288,1288,"Ex",1301,1116,2417,0,2,1,4,"Gd",9,1,3,"Attchd",1991,1,2,462,3,127,82,0,"None",4,2006,"WD","Normal",260000
60,"RL",122,11911,1,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,1,0,1,0,684,684,"Ex",684,876,1560,0,2,1,3,"Gd",6,1,4,"BuiltIn",2005,3,2,400,3,100,38,0,"None",3,2009,"WD","Normal",174000
160,"FV",40,3951,3,"Lvl","Corner","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd",2,76,"Gd","TA","PConc",4,3,3,1,0,1,0,612,612,"Ex",612,612,1224,0,2,1,2,"Gd",4,0,0,"Detchd",2009,2,2,528,3,0,234,0,"None",6,2009,"New","Partial",164500
50,"C (all)",105,8470,2,"Lvl","Corner","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood",0,0,"Fa","Fa","CBlock",3,2,1,1,0,1,0,1013,1013,"TA",1013,0,1526,0,1,0,2,"Fa",6,0,0,"No Garage",1915,0,0,0,0,0,0,156,"MnPrv",10,2009,"ConLD","Abnorml",85000
20,"RL",60,8070,3,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,6,588,1,0,402,990,"Ex",990,0,990,1,1,0,3,"TA",5,0,0,"No Garage",1994,0,0,0,0,0,0,0,"None",8,2007,"WD","Normal",123600
20,"RL",60,7200,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",4,5,1950,1950,"Gable","BrkFace","Wd Sdng",0,0,"TA","TA","Slab",0,0,0,0,0,0,0,0,0,"TA",1040,0,1040,0,1,0,2,"TA",4,0,0,"Detchd",1950,1,2,420,3,0,29,0,"None",7,2006,"WD","Normal",109900
20,"RL",85,8500,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard",0,203,"TA","TA","CBlock",3,3,1,3,600,1,0,635,1235,"TA",1235,0,1235,0,1,0,2,"TA",6,0,0,"Attchd",1961,1,2,480,3,0,0,0,"GdWo",12,2006,"WD","Abnorml",98600
30,"RL",80,13360,2,"HLS","Inside","Crawfor","Norm","1Fam","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","Gd","BrkTil",4,3,1,5,713,1,0,163,876,"Ex",964,0,964,1,1,0,2,"TA",5,0,0,"Detchd",1921,1,2,432,3,0,0,44,"None",8,2009,"WD","Normal",163500
190,"C (all)",60,7200,3,"Lvl","Corner","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,2,2,3,1046,1,0,168,1214,"Ex",1260,1031,2291,0,2,0,4,"TA",9,1,4,"Detchd",1900,1,2,506,3,0,0,0,"None",11,2007,"WD","Normal",133900
60,"RL",69,9337,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd",0,0,"TA","Gd","PConc",4,3,1,6,648,1,0,176,824,"Ex",905,881,1786,1,2,1,3,"Gd",7,0,0,"Attchd",1997,2,2,684,3,0,162,0,"None",5,2007,"WD","Normal",204750
60,"RL",64,9765,1,"Lvl","Corner","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd",1,68,"Ex","Gd","PConc",4,4,1,5,310,1,0,370,680,"Gd",680,790,1470,0,2,1,3,"TA",6,1,3,"BuiltIn",1993,3,2,420,3,232,63,0,"None",4,2009,"WD","Normal",185000
20,"RL",78,10264,2,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd",1,183,"Gd","TA","PConc",4,3,3,5,1162,1,0,426,1588,"Ex",1588,0,1588,0,2,0,3,"Gd",6,0,0,"Attchd",1999,2,2,472,3,158,29,0,"None",8,2006,"WD","Normal",214000
20,"RL",73,10921,3,"HLS","Inside","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard",1,48,"TA","TA","CBlock",3,3,1,3,520,1,0,440,960,"TA",960,0,960,1,1,0,3,"TA",6,0,0,"Attchd",1965,3,1,432,3,120,0,0,"None",5,2007,"WD","Normal",94750
30,"RL",85,10625,3,"Lvl","Corner","Edwards","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",3,3,1,5,108,1,0,350,458,"Fa",835,0,835,0,1,0,2,"TA",5,0,0,"Basment",1920,1,1,366,2,0,0,77,"None",5,2010,"COD","Abnorml",83000
20,"RL",77,9320,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,5,569,1,0,381,950,"Fa",1225,0,1225,1,1,1,3,"TA",6,0,0,"No Garage",1959,0,0,0,0,352,0,0,"None",1,2010,"WD","Normal",128950
20,"RL",80,10603,2,"Lvl","Inside","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Plywood",1,28,"TA","TA","PConc",3,3,2,5,1200,1,0,410,1610,"Gd",1610,0,1610,1,2,0,3,"Gd",6,2,3,"Attchd",1977,2,2,480,3,168,68,0,"None",2,2010,"WD","Normal",205000
60,"RL",77,9206,3,"Lvl","Inside","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard",1,336,"Gd","TA","CBlock",4,3,1,1,0,1,0,741,741,"TA",977,755,1732,0,2,1,3,"Gd",7,1,3,"Attchd",1985,3,2,476,3,192,46,0,"None",6,2010,"WD","Normal",178000
90,"RL",64,7018,3,"Bnk","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard",0,0,"TA","Fa","Slab",0,0,0,0,0,0,0,0,0,"TA",1535,0,1535,0,2,0,4,"TA",8,0,0,"Attchd",1979,1,2,410,3,0,0,0,"None",6,2009,"WD","Alloca",118964
20,"RL",94,10402,2,"Lvl","Corner","CollgCr","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,1226,1226,"Ex",1226,0,1226,0,2,0,3,"Gd",6,0,0,"Attchd",2009,2,3,740,3,0,36,0,"None",5,2010,"WD","Normal",198900
50,"RM",60,7758,3,"Lvl","Corner","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","Stucco","Stucco",1,600,"TA","Fa","PConc",3,3,1,2,224,1,0,816,1040,"Ex",1226,592,1818,0,1,1,4,"TA",7,2,3,"Detchd",1951,1,1,240,3,0,0,0,"None",6,2007,"WD","Normal",169500
60,"FV",75,9375,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd",1,768,"Gd","TA","PConc",5,3,1,1,0,1,0,1053,1053,"Ex",1053,939,1992,0,2,1,3,"Gd",9,1,4,"Attchd",2003,2,2,648,3,140,45,0,"None",8,2008,"WD","Normal",250000
30,"RM",60,10800,3,"Lvl","Inside","OldTown","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","VinylSd","VinylSd",0,0,"TA","TA","BrkTil",2,3,1,1,0,1,0,641,641,"Gd",1047,0,1047,0,1,0,2,"TA",6,0,0,"Detchd",1954,1,1,273,2,0,0,0,"None",8,2007,"WD","Normal",100000
20,"RM",50,6000,3,"Lvl","Inside","OldTown","Norm","1Fam","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",3,3,1,5,104,4,169,516,789,"Ex",789,0,789,0,1,0,2,"TA",5,0,0,"Detchd",1948,1,1,250,3,0,0,0,"None",4,2008,"WD","Partial",115000
50,"RM",85,8500,3,"Lvl","Corner","IDOTRR","Artery","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","CmentBd",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,793,793,"TA",997,520,1517,0,2,0,3,"Fa",7,0,0,"No Garage",1919,0,0,0,0,0,0,144,"None",8,2007,"WD","Normal",115000
20,"RL",105,11751,2,"Lvl","Inside","NWAmes","Norm","1Fam","1Story",6,6,1977,1977,"Hip","Plywood","Plywood",1,480,"TA","TA","CBlock",4,3,1,4,705,1,0,1139,1844,"Ex",1844,0,1844,0,2,0,3,"TA",7,1,3,"Attchd",1977,2,2,546,3,0,122,0,"MnPrv",1,2010,"COD","Normal",190000
50,"RL",75,9525,3,"Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,2,1,3,444,1,0,550,994,"Gd",1216,639,1855,0,2,0,4,"TA",7,0,0,"Attchd",1954,1,1,325,3,182,0,0,"None",10,2006,"WD","Normal",136900
80,"RL",64,7750,2,"Lvl","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,6,250,1,0,134,384,"Ex",774,656,1430,0,2,1,3,"TA",7,1,3,"BuiltIn",2000,3,2,400,3,180,0,0,"None",4,2010,"WD","Normal",180000
60,"RL",77,9965,3,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd",2,220,"Gd","TA","PConc",5,3,3,6,984,1,0,280,1264,"Ex",1282,1414,2696,1,2,1,4,"Ex",10,1,4,"BuiltIn",2007,3,3,792,3,120,184,0,"None",10,2007,"New","Partial",383970
20,"RL",70,21000,3,"Bnk","Corner","Crawfor","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng",1,184,"TA","Gd","CBlock",4,3,2,5,35,3,869,905,1809,"TA",2259,0,2259,1,2,0,3,"Gd",7,2,4,"Basment",1953,1,2,450,3,166,120,192,"MnPrv",10,2007,"COD","Abnorml",217000
70,"RL",61,7259,2,"Lvl","Inside","Crawfor","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,1,5,774,2,150,104,1028,"Ex",1436,884,2320,1,2,1,3,"Gd",9,1,3,"Detchd",1945,1,1,180,3,224,0,0,"MnPrv",7,2007,"WD","Normal",259500
160,"FV",34,3230,3,"Lvl","Corner","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd",1,1129,"TA","TA","PConc",4,3,1,6,419,1,0,310,729,"Gd",729,729,1458,0,2,1,2,"TA",5,1,2,"Detchd",1999,1,2,440,3,0,32,0,"None",6,2007,"WD","Normal",176000
20,"RL",72,11616,3,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng",1,116,"TA","TA","CBlock",3,3,1,2,170,4,670,252,1092,"TA",1092,0,1092,0,1,0,3,"TA",6,1,1,"Attchd",1962,1,1,288,3,0,20,144,"None",9,2009,"WD","Normal",139000
20,"RL",74,8536,3,"Lvl","Corner","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,1125,1125,"Gd",1125,0,1125,0,1,1,2,"TA",5,0,0,"Attchd",2007,1,2,430,3,80,64,0,"None",4,2007,"New","Partial",155000
60,"RL",90,12376,3,"Lvl","Corner","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","Plywood",0,0,"TA","TA","PConc",4,3,2,6,1470,1,0,203,1673,"Gd",1699,1523,3222,1,3,0,5,"Gd",11,2,3,"Attchd",1990,1,3,594,3,367,0,0,"None",5,2010,"WD","Normal",320000
60,"RL",65,8461,3,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,728,728,"Ex",728,728,1456,0,2,1,3,"Gd",8,1,4,"Attchd",2005,3,2,390,3,0,24,0,"None",7,2006,"New","Partial",163990
80,"RL",80,21453,2,"Low","CulDSac","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,4,5,938,1,0,0,938,"Ex",988,0,988,1,1,0,1,"TA",4,2,3,"Attchd",1969,1,2,540,3,0,130,0,"None",10,2006,"WD","Normal",180000
50,"RM",50,6060,3,"Lvl","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","AsbShng",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,732,732,"Gd",772,351,1123,0,1,0,3,"TA",4,0,0,"Detchd",1979,1,1,264,3,0,0,140,"MnPrv",6,2007,"WD","Normal",100000
20,"RL",75,9464,3,"Lvl","Corner","NAmes","Norm","1Fam","1Story",6,7,1958,1958,"Hip","MetalSd","MetalSd",1,135,"TA","Gd","CBlock",3,3,1,4,570,1,0,510,1080,"Gd",1080,0,1080,0,1,0,3,"TA",5,0,0,"Attchd",1958,1,1,288,3,0,0,0,"None",6,2008,"WD","Normal",136000
120,"RL",55,7892,3,"Lvl","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","Plywood","Plywood",0,0,"Gd","TA","PConc",4,3,1,6,300,1,0,899,1199,"Ex",1199,0,1199,0,2,0,2,"Gd",5,0,0,"Attchd",1993,2,2,530,3,0,63,0,"None",3,2008,"WD","Normal",153900
20,"RL",48,17043,2,"Lvl","CulDSac","NWAmes","Norm","1Fam","1Story",6,5,1979,1998,"Gable","HdBoard","HdBoard",0,0,"TA","Gd","CBlock",4,2,1,1,0,1,0,1362,1362,"TA",1586,0,1586,0,2,0,3,"TA",7,1,3,"Attchd",1979,1,2,435,3,192,0,0,"None",1,2009,"WD","Normal",181000
190,"RM",60,6780,3,"Lvl","Inside","IDOTRR","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","Fa","CBlock",3,3,3,6,490,1,0,30,520,"Gd",520,0,754,1,1,0,2,"TA",5,0,0,"No Garage",1935,0,0,0,0,53,0,0,"None",6,2006,"WD","Normal",84500
120,"RL",24,4928,2,"Lvl","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",4,3,1,5,120,1,0,958,1078,"TA",958,0,958,0,2,0,2,"TA",5,1,3,"Attchd",1977,2,2,440,3,0,205,0,"None",2,2007,"WD","Normal",128000
45,"RM",55,4388,2,"Bnk","Inside","OldTown","Feedr","1Fam","1.5Unf",5,7,1930,1950,"Gable","WdShing","Wd Sdng",0,0,"TA","Gd","BrkTil",3,3,1,2,116,1,0,556,672,"Ex",840,0,840,0,1,0,3,"TA",5,1,3,"No Garage",1930,0,0,0,0,0,0,0,"None",6,2007,"WD","Normal",87000
60,"RL",69,7590,3,"Lvl","Inside","NAmes","PosN","1Fam","2Story",6,5,1966,1966,"Gable","VinylSd","VinylSd",1,266,"TA","TA","CBlock",3,3,1,4,512,1,0,148,660,"TA",660,688,1348,0,1,1,3,"TA",6,1,2,"Attchd",1966,2,2,453,3,188,108,0,"None",7,2006,"WD","Normal",155000
20,"RL",69,8973,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,7,1958,1991,"Gable","Plywood","Plywood",1,85,"TA","TA","CBlock",3,3,1,3,567,4,28,413,1008,"TA",1053,0,1053,0,1,1,3,"Ex",6,0,0,"2Types",1998,2,2,750,3,0,80,0,"MnWw",7,2006,"WD","Abnorml",150000
60,"RL",88,14200,3,"Lvl","Corner","NAmes","Norm","1Fam","2Story",7,6,1966,1966,"Gable","MetalSd","MetalSd",1,309,"TA","TA","CBlock",3,3,1,3,445,1,0,479,924,"Ex",1216,941,2157,0,2,1,4,"Gd",8,2,4,"Attchd",1966,3,2,487,3,105,66,0,"GdPrv",5,2006,"WD","Normal",226000
60,"RL",64,12224,2,"Lvl","Corner","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd",1,40,"Gd","TA","PConc",4,3,1,6,695,1,0,297,992,"Ex",1022,1032,2054,1,2,1,3,"Gd",7,1,3,"BuiltIn",2000,2,2,390,3,24,48,0,"None",7,2009,"WD","Normal",244000
20,"RL",75,7388,3,"Lvl","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,2002,"Gable","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,1,3,405,1,0,658,1063,"Gd",1327,0,1327,1,1,0,3,"Gd",7,0,0,"Detchd",1974,1,2,624,3,0,0,0,"None",7,2007,"WD","Normal",150750
20,"RL",82,6853,2,"Lvl","Inside","Timber","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","VinylSd",1,136,"Gd","TA","PConc",5,3,1,6,1005,1,0,262,1267,"Ex",1296,0,1296,1,2,0,2,"Gd",6,0,0,"Attchd",2001,3,2,471,3,192,25,0,"None",6,2009,"WD","Normal",220000
20,"RL",78,10335,2,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,6,1968,1993,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,3,570,1,0,891,1461,"Gd",1721,0,1721,0,2,1,3,"TA",7,1,3,"Attchd",1968,2,2,440,3,0,96,180,"MnPrv",7,2006,"WD","Normal",180000
20,"RL",80,10400,3,"Lvl","Inside","NWAmes","Norm","1Fam","1Story",7,6,1970,1970,"Hip","Plywood","Plywood",1,288,"TA","TA","PConc",3,3,1,1,0,1,0,1304,1304,"Gd",1682,0,1682,0,2,0,3,"TA",7,1,4,"Attchd",1970,1,2,530,3,98,0,0,"MnPrv",5,2008,"WD","Normal",174000
20,"RL",73,10355,2,"Lvl","Corner","NAmes","Norm","1Fam","1Story",5,5,1967,1967,"Gable","MetalSd","MetalSd",1,196,"TA","TA","CBlock",3,3,1,4,695,1,0,519,1214,"TA",1214,0,1214,0,2,0,3,"TA",5,1,2,"Attchd",1967,2,1,318,3,0,111,0,"None",7,2007,"WD","Normal",143000
90,"RL",82,11070,3,"Lvl","Inside","Mitchel","Norm","Duplex","1Story",7,5,1988,1989,"Gable","VinylSd","VinylSd",1,70,"TA","TA","CBlock",3,3,1,1,0,1,0,1907,1907,"Gd",1959,0,1959,0,3,0,5,"TA",9,0,0,"2Types",1989,1,3,766,3,0,0,0,"None",7,2006,"WD","Family",171000
60,"RL",73,9066,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",8,5,1999,2000,"Gable","VinylSd","VinylSd",1,320,"Gd","TA","PConc",4,3,2,6,668,1,0,336,1004,"Ex",1004,848,1852,0,2,1,3,"Gd",7,2,3,"Attchd",1999,3,3,660,3,224,106,0,"GdPrv",12,2008,"WD","Normal",230000
60,"RL",65,15426,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,6,821,1,0,107,928,"Ex",928,836,1764,1,2,1,3,"Gd",7,0,0,"Attchd",1997,2,2,470,3,276,99,0,"MnPrv",8,2009,"WD","Normal",231500
20,"RL",70,10500,3,"Lvl","FR2","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,5,432,1,0,432,864,"TA",864,0,864,0,1,0,3,"TA",5,1,1,"No Garage",1971,0,0,0,0,0,0,0,"None",4,2010,"ConLI","Normal",115000
20,"RL",78,11645,3,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,6,1300,1,0,434,1734,"Ex",1734,0,1734,1,2,0,3,"Gd",7,0,0,"Attchd",2005,3,2,660,3,160,24,0,"None",1,2006,"WD","Normal",260000
50,"RL",71,8520,3,"Lvl","Corner","NAmes","Artery","1Fam","1.5Fin",5,4,1952,1952,"Gable","BrkFace","Wd Sdng",0,0,"TA","Fa","CBlock",3,3,1,3,507,1,0,403,910,"Fa",910,475,1385,0,2,0,4,"TA",6,0,0,"Detchd",2000,1,2,720,3,0,0,0,"MnPrv",6,2010,"WD","Normal",166000
20,"RL",78,10335,2,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd",1,183,"Gd","TA","PConc",4,3,4,6,679,1,0,811,1490,"Ex",1501,0,1501,1,2,0,3,"Gd",6,0,0,"Attchd",1999,2,2,577,3,144,29,0,"None",6,2009,"WD","Normal",204000
90,"RM",70,9100,3,"Lvl","Inside","Sawyer","RRAe","Duplex","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard",1,336,"TA","TA","CBlock",3,3,1,3,1332,1,0,396,1728,"TA",1728,0,1728,1,2,0,6,"TA",10,0,0,"Detchd",1963,1,2,504,3,0,0,0,"None",11,2006,"ConLI","Abnorml",125000
160,"RM",24,2522,3,"Lvl","Inside","Edwards","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","VinylSd","VinylSd",2,50,"Gd","TA","PConc",4,3,1,1,0,1,0,970,970,"Ex",970,739,1709,0,2,0,3,"Gd",7,0,0,"Detchd",2004,1,2,380,3,0,40,0,"None",4,2006,"WD","Normal",130000
30,"RM",51,6120,3,"Lvl","Corner","BrkSide","Norm","1Fam","1Story",5,7,1931,1993,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",3,3,1,4,209,1,0,506,715,"TA",875,0,875,1,1,0,2,"TA",5,0,0,"Detchd",1931,1,1,180,2,48,0,0,"None",11,2009,"WD","Normal",105000
60,"RL",64,9505,2,"Lvl","CulDSac","Gilbert","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd",1,180,"Gd","TA","PConc",4,3,1,1,0,1,0,884,884,"Ex",884,1151,2035,0,2,1,3,"Gd",8,1,4,"BuiltIn",2001,3,2,434,3,144,48,0,"None",5,2010,"WD","Normal",222500
20,"RL",63,7500,3,"Lvl","Inside","SawyerW","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd",1,120,"TA","TA","PConc",4,3,1,6,680,1,0,400,1080,"Ex",1080,0,1080,1,1,0,3,"Gd",6,0,0,"No Garage",2004,0,0,0,0,0,0,0,"None",4,2008,"WD","Normal",141000
